Country Name,Country Code,Parameters,Year,Value,Country Group
Russian Federation,RUS,GDP (current US$),1974,1034400000000.0,BRICS
China,CHN,GDP (current US$),1974,144000000000.0,BRICS
South Africa,ZAF,GDP (current US$),1974,41389186095.0,BRICS
Brazil,BRA,GDP (current US$),1974,1260147058823.53,BRICS
United States,USA,GDP (current US$),1974,1550000000000.0,G7
United Kingdom,GBR,GDP (current US$),1974,206000000000.0,G7
Italy,ITA,GDP (current US$),1974,200000000000.0,G7
Canada,CAN,GDP (current US$),1974,161000000000.0,G7
Japan,JPN,GDP (current US$),1974,490000000000.0,G7
France,FRA,GDP (current US$),1974,286000000000.0,G7
Germany,DEU,GDP (current US$),1974,445000000000.0,G7
India,IND,GDP growth (annual %),1974,1.19,BRICS
Russian Federation,RUS,GDP growth (annual %),1974,0.81,BRICS
China,CHN,GDP growth (annual %),1974,2.31,BRICS
South Africa,ZAF,GDP growth (annual %),1974,6.11,BRICS
Brazil,BRA,GDP growth (annual %),1974,8.15,BRICS
United States,USA,GDP growth (annual %),1974,-0.54,G7
United Kingdom,GBR,GDP growth (annual %),1974,-2.48,G7
Italy,ITA,GDP growth (annual %),1974,5.5,G7
Canada,CAN,GDP growth (annual %),1974,3.36,G7
Japan,JPN,GDP growth (annual %),1974,-1.23,G7
France,FRA,GDP growth (annual %),1974,4.3,G7
Germany,DEU,GDP growth (annual %),1974,0.89,G7
India,IND,GDP per capita (current US$),1974,163.23,BRICS
Russian Federation,RUS,GDP per capita (current US$),1974,7105.15,BRICS
China,CHN,GDP per capita (current US$),1974,160.15,BRICS
South Africa,ZAF,GDP per capita (current US$),1974,1650.48,BRICS
Brazil,BRA,GDP per capita (current US$),1974,6495.78,BRICS
United States,USA,GDP per capita (current US$),1974,7225.69,G7
United Kingdom,GBR,GDP per capita (current US$),1974,3665.86,G7
Italy,ITA,GDP per capita (current US$),1974,3621.15,G7
Canada,CAN,GDP per capita (current US$),1974,7056.71,G7
Japan,JPN,GDP per capita (current US$),1974,4448.32,G7
France,FRA,GDP per capita (current US$),1974,5345.92,G7
Germany,DEU,GDP per capita (current US$),1974,5639.08,G7
India,IND,GDP per capita growth (annual %),1974,-1.07,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),1974,0.84,BRICS
China,CHN,GDP per capita growth (annual %),1974,0.22,BRICS
South Africa,ZAF,GDP per capita growth (annual %),1974,3.17,BRICS
Brazil,BRA,GDP per capita growth (annual %),1974,5.61,BRICS
United States,USA,GDP per capita growth (annual %),1974,-1.45,G7
United Kingdom,GBR,GDP per capita growth (annual %),1974,-2.55,G7
Italy,ITA,GDP per capita growth (annual %),1974,4.81,G7
Canada,CAN,GDP per capita growth (annual %),1974,1.92,G7
Japan,JPN,GDP per capita growth (annual %),1974,-2.53,G7
France,FRA,GDP per capita growth (annual %),1974,3.59,G7
Germany,DEU,GDP per capita growth (annual %),1974,0.85,G7
India,IND,Gross savings (% of GDP),1974,25.7,BRICS
Russian Federation,RUS,Gross savings (% of GDP),1974,27.76,BRICS
China,CHN,Gross savings (% of GDP),1974,42.07,BRICS
South Africa,ZAF,Gross savings (% of GDP),1974,32.26,BRICS
Brazil,BRA,Gross savings (% of GDP),1974,17.54,BRICS
United States,USA,Gross savings (% of GDP),1974,22.68,G7
United Kingdom,GBR,Gross savings (% of GDP),1974,20.06,G7
Italy,ITA,Gross savings (% of GDP),1974,25.74,G7
Canada,CAN,Gross savings (% of GDP),1974,24.29,G7
Japan,JPN,Gross savings (% of GDP),1974,28.86,G7
France,FRA,Gross savings (% of GDP),1974,22.63,G7
Germany,DEU,Gross savings (% of GDP),1974,23.54,G7
India,IND,Imports of goods and services (% of GDP),1974,6.02,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),1974,22.43,BRICS
China,CHN,Imports of goods and services (% of GDP),1974,5.35,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),1974,24.64,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),1974,13.29,BRICS
United States,USA,Imports of goods and services (% of GDP),1974,8.25,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),1974,31.63,G7
Italy,ITA,Imports of goods and services (% of GDP),1974,22.28,G7
Canada,CAN,Imports of goods and services (% of GDP),1974,24.09,G7
Japan,JPN,Imports of goods and services (% of GDP),1974,13.57,G7
France,FRA,Imports of goods and services (% of GDP),1974,21.73,G7
Germany,DEU,Imports of goods and services (% of GDP),1974,18.72,G7
India,IND,"Inflation, consumer prices (annual %)",1974,28.6,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",1974,61.16,BRICS
China,CHN,"Inflation, consumer prices (annual %)",1974,4.77,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",1974,11.72,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",1974,280.27,BRICS
United States,USA,"Inflation, consumer prices (annual %)",1974,11.05,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",1974,16.04,G7
Italy,ITA,"Inflation, consumer prices (annual %)",1974,19.16,G7
Canada,CAN,"Inflation, consumer prices (annual %)",1974,11.0,G7
Japan,JPN,"Inflation, consumer prices (annual %)",1974,23.22,G7
France,FRA,"Inflation, consumer prices (annual %)",1974,13.65,G7
Germany,DEU,"Inflation, consumer prices (annual %)",1974,6.99,G7
India,IND,Population ages 65 and above (% of total population),1974,3.78,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),1974,8.7,BRICS
China,CHN,Population ages 65 and above (% of total population),1974,3.88,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),1974,3.67,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),1974,3.43,BRICS
United States,USA,Population ages 65 and above (% of total population),1974,10.27,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),1974,13.82,G7
Italy,ITA,Population ages 65 and above (% of total population),1974,11.98,G7
Canada,CAN,Population ages 65 and above (% of total population),1974,8.35,G7
Japan,JPN,Population ages 65 and above (% of total population),1974,7.86,G7
France,FRA,Population ages 65 and above (% of total population),1974,13.41,G7
Germany,DEU,Population ages 65 and above (% of total population),1974,14.64,G7
India,IND,Population growth (annual %),1974,2.26,BRICS
Russian Federation,RUS,Population growth (annual %),1974,0.57,BRICS
China,CHN,Population growth (annual %),1974,2.07,BRICS
South Africa,ZAF,Population growth (annual %),1974,2.81,BRICS
Brazil,BRA,Population growth (annual %),1974,2.38,BRICS
United States,USA,Population growth (annual %),1974,0.91,G7
United Kingdom,GBR,Population growth (annual %),1974,0.06,G7
Italy,ITA,Population growth (annual %),1974,0.65,G7
Canada,CAN,Population growth (annual %),1974,1.4,G7
Japan,JPN,Population growth (annual %),1974,1.33,G7
France,FRA,Population growth (annual %),1974,0.68,G7
Germany,DEU,Population growth (annual %),1974,0.04,G7
India,IND,"Population, total",1974,609721951.0,BRICS
Russian Federation,RUS,"Population, total",1974,133432000.0,BRICS
China,CHN,"Population, total",1974,900350000.0,BRICS
South Africa,ZAF,"Population, total",1974,25077016.0,BRICS
Brazil,BRA,"Population, total",1974,106167372.0,BRICS
United States,USA,"Population, total",1974,213854000.0,G7
United Kingdom,GBR,"Population, total",1974,56229974.0,G7
Italy,ITA,"Population, total",1974,55110868.0,G7
Canada,CAN,"Population, total",1974,22807969.0,G7
Japan,JPN,"Population, total",1974,110162000.0,G7
France,FRA,"Population, total",1974,53415250.0,G7
Germany,DEU,"Population, total",1974,78967433.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,7.67,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,7.17,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,4.04,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,21.57,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,9.47,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,5.84,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,6.26,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,9.87,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,7.81,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,3.72,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,9.69,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,6.92,G7
India,IND,Current account balance (% of GDP),1975,-0.15,BRICS
Russian Federation,RUS,Current account balance (% of GDP),1975,5.66,BRICS
China,CHN,Current account balance (% of GDP),1975,2.15,BRICS
South Africa,ZAF,Current account balance (% of GDP),1975,-5.59,BRICS
Brazil,BRA,Current account balance (% of GDP),1975,-1.95,BRICS
United States,USA,Current account balance (% of GDP),1975,1.06,G7
United Kingdom,GBR,Current account balance (% of GDP),1975,-1.43,G7
Italy,ITA,Current account balance (% of GDP),1975,-0.29,G7
Canada,CAN,Current account balance (% of GDP),1975,-4.7,G7
Japan,JPN,Current account balance (% of GDP),1975,2.81,G7
France,FRA,Current account balance (% of GDP),1975,0.76,G7
Germany,DEU,Current account balance (% of GDP),1975,0.63,G7
India,IND,"Fertility rate, total (births per woman)",1975,5.2,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",1975,1.98,BRICS
China,CHN,"Fertility rate, total (births per woman)",1975,3.57,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",1975,5.19,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",1975,4.42,BRICS
United States,USA,"Fertility rate, total (births per woman)",1975,1.77,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",1975,1.81,G7
Italy,ITA,"Fertility rate, total (births per woman)",1975,2.17,G7
Canada,CAN,"Fertility rate, total (births per woman)",1975,1.82,G7
Japan,JPN,"Fertility rate, total (births per woman)",1975,1.91,G7
France,FRA,"Fertility rate, total (births per woman)",1975,2.09,G7
Germany,DEU,"Fertility rate, total (births per woman)",1975,1.45,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",1975,-0.01,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",1975,1.65,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",1975,2.52,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",1975,0.44,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",1975,2.63,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",1975,0.14,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",1975,1.37,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",1975,0.28,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",1975,1.94,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",1975,0.04,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",1975,0.43,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",1975,0.14,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",1975,0.0,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",1975,1.76,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",1975,0.63,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",1975,0.29,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",1975,0.55,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",1975,0.81,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",1975,1.24,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",1975,0.15,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",1975,0.72,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",1975,0.33,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",1975,0.37,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",1975,0.44,G7
India,IND,GDP (current US$),1975,98473832017.0,BRICS
Russian Federation,RUS,GDP (current US$),1975,1034400000000.0,BRICS
China,CHN,GDP (current US$),1975,163000000000.0,BRICS
South Africa,ZAF,GDP (current US$),1975,42906905672.0,BRICS
Brazil,BRA,GDP (current US$),1975,1260147058823.53,BRICS
United States,USA,GDP (current US$),1975,1680000000000.0,G7
United Kingdom,GBR,GDP (current US$),1975,242000000000.0,G7
Italy,ITA,GDP (current US$),1975,228000000000.0,G7
Canada,CAN,GDP (current US$),1975,174000000000.0,G7
Japan,JPN,GDP (current US$),1975,533000000000.0,G7
France,FRA,GDP (current US$),1975,361000000000.0,G7
Germany,DEU,GDP (current US$),1975,491000000000.0,G7
India,IND,GDP growth (annual %),1975,9.15,BRICS
Russian Federation,RUS,GDP growth (annual %),1975,0.81,BRICS
China,CHN,GDP growth (annual %),1975,8.72,BRICS
South Africa,ZAF,GDP growth (annual %),1975,1.7,BRICS
Brazil,BRA,GDP growth (annual %),1975,5.17,BRICS
United States,USA,GDP growth (annual %),1975,-0.21,G7
United Kingdom,GBR,GDP growth (annual %),1975,-1.47,G7
Italy,ITA,GDP growth (annual %),1975,-2.09,G7
Canada,CAN,GDP growth (annual %),1975,1.55,G7
Japan,JPN,GDP growth (annual %),1975,3.09,G7
France,FRA,GDP growth (annual %),1975,-0.96,G7
Germany,DEU,GDP growth (annual %),1975,-0.87,G7
India,IND,GDP per capita (current US$),1975,157.93,BRICS
Russian Federation,RUS,GDP per capita (current US$),1975,7105.15,BRICS
China,CHN,GDP per capita (current US$),1975,178.34,BRICS
South Africa,ZAF,GDP per capita (current US$),1975,1664.48,BRICS
Brazil,BRA,GDP per capita (current US$),1975,6495.78,BRICS
United States,USA,GDP per capita (current US$),1975,7801.46,G7
United Kingdom,GBR,GDP per capita (current US$),1975,4299.75,G7
Italy,ITA,GDP per capita (current US$),1975,4106.99,G7
Canada,CAN,GDP per capita (current US$),1975,7536.52,G7
Japan,JPN,GDP per capita (current US$),1975,4775.9,G7
France,FRA,GDP per capita (current US$),1975,6717.44,G7
Germany,DEU,GDP per capita (current US$),1975,6236.36,G7
India,IND,GDP per capita growth (annual %),1975,6.73,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),1975,0.84,BRICS
China,CHN,GDP per capita growth (annual %),1975,6.82,BRICS
South Africa,ZAF,GDP per capita growth (annual %),1975,-1.07,BRICS
Brazil,BRA,GDP per capita growth (annual %),1975,2.72,BRICS
United States,USA,GDP per capita growth (annual %),1975,-1.18,G7
United Kingdom,GBR,GDP per capita growth (annual %),1975,-1.47,G7
Italy,ITA,GDP per capita growth (annual %),1975,-2.67,G7
Canada,CAN,GDP per capita growth (annual %),1975,0.07,G7
Japan,JPN,GDP per capita growth (annual %),1975,1.79,G7
France,FRA,GDP per capita growth (annual %),1975,-1.51,G7
Germany,DEU,GDP per capita growth (annual %),1975,-0.5,G7
India,IND,Gross savings (% of GDP),1975,13.1,BRICS
Russian Federation,RUS,Gross savings (% of GDP),1975,27.76,BRICS
China,CHN,Gross savings (% of GDP),1975,42.07,BRICS
South Africa,ZAF,Gross savings (% of GDP),1975,26.53,BRICS
Brazil,BRA,Gross savings (% of GDP),1975,20.59,BRICS
United States,USA,Gross savings (% of GDP),1975,20.92,G7
United Kingdom,GBR,Gross savings (% of GDP),1975,19.31,G7
Italy,ITA,Gross savings (% of GDP),1975,24.06,G7
Canada,CAN,Gross savings (% of GDP),1975,21.24,G7
Japan,JPN,Gross savings (% of GDP),1975,28.86,G7
France,FRA,Gross savings (% of GDP),1975,25.4,G7
Germany,DEU,Gross savings (% of GDP),1975,20.02,G7
India,IND,Imports of goods and services (% of GDP),1975,6.65,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),1975,22.43,BRICS
China,CHN,Imports of goods and services (% of GDP),1975,5.11,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),1975,25.97,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),1975,11.02,BRICS
United States,USA,Imports of goods and services (% of GDP),1975,7.28,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),1975,27.08,G7
Italy,ITA,Imports of goods and services (% of GDP),1975,18.67,G7
Canada,CAN,Imports of goods and services (% of GDP),1975,23.9,G7
Japan,JPN,Imports of goods and services (% of GDP),1975,12.07,G7
France,FRA,Imports of goods and services (% of GDP),1975,17.86,G7
Germany,DEU,Imports of goods and services (% of GDP),1975,18.8,G7
India,IND,"Inflation, consumer prices (annual %)",1975,5.75,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",1975,61.16,BRICS
China,CHN,"Inflation, consumer prices (annual %)",1975,4.77,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",1975,13.43,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",1975,280.27,BRICS
United States,USA,"Inflation, consumer prices (annual %)",1975,9.14,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",1975,24.21,G7
